지역,매장명,주소,전화번호
대전광역시,대전정부청사점,"대전광역시 서구 둔산중로 134번길 29,  1층 청사프라자 160호",042-331-9795
경기도,산본학원가점,경기도 군포시 산본로 394 대림프라자 106호,031-396-7322
경기도,일산백마점,"경기도 고양시 일산동구 일산로208, 한일파킹타운 103호",031-813-8423
서울특별시,돈암아리랑점,서울특별시 성북구 아리랑로 75,02-924-3050
대구광역시,대구만촌점,"대구광역시 수성구 교학로 58, 1층 (만촌동)",053-742-6221
대구광역시,대구범어KBS점,"대구광역시 수성구 범어로 73 (범어동, 범어에스케이뷰 아파트 2단지)",053) 752-3357
인천광역시,인천학익점,"인천광역시 미추홀구 매소홀로 355, 학익프라자 106호",032-876-6010
경상북도,구미확장단지점,"경상북도 구미시 산동면 신당1로2길 13, 110호 (신당리 1433)",054-474-1198
경기도,부천강남시장점,경기도 부천시 옥산로 155 (도당동 283-18),032-676-3334
대구광역시,대구서부정류장역점,대구광역시 달서구 구마로 264 (송현동),053-623-8862
경기도,파주야당역점,경기도 파주시 경의로 1074,031-949-3788
세종특별자치시,세종대평점,"세종특별자치시 한누리대로 2236, A 140호",044-272-3457
서울특별시,암사역점,서울특별시 강동구 올림픽로 770,02-488-0079
충청북도,청주지웰시티점,충청북도 청주시 흥덕구 대농로 39(청주 솔밭초등학교 앞),043-238-4002
경상남도,경남창녕점,"경상남도 창녕군 창녕읍 군청길 23 (술정리), 1층",055-532-8090
충청남도,천안성성점,"충청남도 천안시 서북구 성성8로 2-34, 우리타워 101호",041-554-2020
서울특별시,강변역점,서울특별시 광진구 강변역로4길 10,02-447-0423
인천광역시,인천청라커낼점,인천광역시 서구 청라커낼로 260번길 15,032-567-3618
충청북도,서원대점,충청북도 청주시 서원구 서원남로 50-5 (서원대 후문),043-903-1199
전라남도,순천오천점,"전남 순천시 오천6길 16, 104호",061-741-5987
경기도,망월사역점,"경기도 의정부시 호원동 459, 신일엘리시움 1층 108호",031-871-0410
경기도,다산중앙점,"경기도 남양주시 다산중앙로123번길 9, 로데오프라자 102호",031-554-5545
전라북도,김제터미널점,"전라북도 김제시 동서로 232, 1층 101호(요촌동)",063-545-2922
경기도,미사강변점,"경기도 하남시 미사강변대로226번길 14, 에스프라자 미사 1층",031-791-7091
대전광역시,대전죽동점,"대전광역시 유성구 죽동로 295, 101호",042-822-7755
경기도,시흥은행점,"경기도 시흥시 은행로 155번길 5, 1층 103호",031-315-2007
전라북도,전주하가점,"전라북도 전주시 덕진구 가련사로 7, 102호 (덕진동2가)",063-274-8100
서울특별시,동대문역점,"서울특별시 종로구 종로 289, 1층(창신동)",02-766-0950
경상남도,사천정동점,경상남도 사천시 정동면 진삼로 1394-1,055-854-6264
경기도,시흥은계점,"경기도 시흥시 은계남로 12, 호반써밋상가 148호",031-316-8808
서울특별시,연신내사거리점,서울특별시 은평구 통일로 840,02-356-9548
서울특별시,월곡래미안점,"서울 성북구 오패산로 98 ,1층 빽다방",02-910-8800
경기도,수원SKV1점,"경기도 수원시 권선구 평동로79번길 45, 112호 (평동, 수원SKV1 모터스 건물 1층)",031-227-0314
경기도,백석역점,"경기도 고양시 일산동구 일산로 46, 1층 107호 (백석동, 남정씨티프라자)",031-905-2888
경상북도,경주용황점,"경상북도 경주시 용황로 74, 협성휴포레용황아파트 상가",054-748-3393
서울특별시,답십리사거리점,서울특별시 동대문구 답십리동 243-2 (전농로 97-1),02-2245-8993
서울특별시,송정역점,서울특별시 강서구 공항대로 23,02-2661-4822
경기도,산본사거리점,경기도 군포시 고산로 694-1,031-385-3563
충청남도,천안직산점,충청남도 천안시 서북구 직산읍 삼은3길 13,041-581-1900
충청남도,천안신방점,충청남도 천안시 동남구 통정4로 6,​041-578-7700
대전광역시,대전월평역점,대전광역시 서구 월평중로 20,042-488-8889
전라남도,목포옥암점,"전라남도 목포시 당가두로 18, 옥암지구 1호공원 앞",061-283-0118
충청북도,청주금천광장점,충청북도 청주시 상당구 산성로 98번길 35 (청주금천광장 옆),043-284-5556
경기도,일산문화공원점,경기도 고양시 일산동구 중앙로1275번길 38-10 (고양등기소 옆),031-932-3369
경기도,옥길퀸즈파크점,경기도 부천시 옥길로 118  퀸즈파크 B동 105호,032-343-7472
경기도,시흥배곧타운점,"경기도 시흥시 배곧4로 30, 배곧타운 1상가",031-499-9328
충청북도,청주오송점,"충청북도 청주시 흥덕구 오송읍 오송생명5로 179, 102호",043-236-1577
서울특별시,쌍문역점,서울특별시 도봉구 도봉로 479,02-902-7971
서울특별시,가산두산위브점,서울특별시 금천구 가산로 99,02-830-4559
대구광역시,대구대실역점,"대구광역시 달성군 다사읍 달구벌대로 866, 1층 105호",053-592-3242
인천광역시,인천작전역점,인천광역시 계양구 효서로 233,032-555-8175
서울특별시,선정릉역점,서울특별시 강남구 봉은사로54길 9,02-568-9365
경기도,하남풍산점,경기 하남시 덕풍동 744  111호,031-792-2523
경기도,양주옥정신도시점,경기도 양주시 옥정동 966-10  폴리프라자 3 104호,031-863-8470
서울특별시,송파하비오점,"서울시 송파구 문정동 618 파크하비오 204동 117,118호",02-400-3379
서울특별시,구산역점,서울특별시 은평구 연서로 129 (구산동 1-15),02-353-6011
강원도,원주무실동점,"강원도 원주시 능라동길 51, 시네씨티타워 1층",033-736-0111
경상북도,구미인동점,경북 구미시 인의동 375-2,054-715-7774
전라북도,전주KBS점,전북 전주시 완산구 마전로 7,063-222-1021
서울특별시,개봉역점,서울시 구로구 개봉동 203-7,02-2613-2220
충청북도,청주율량주성점,충북 청주시 청원구 율량로 187,043-298-3232
서울특별시,합정역점,서울 마포구 월드컵로1길 14 (합정동) B-112-1호,02-336-7106
경상북도,영주가흥동점,경상북도 영주시 대동로34번길 2,054-631-9990
경기도,평택안중점,경기 평택시 안현로서8길 57,031-683-0916
서울특별시,마포경찰서점,서울시 마포구 아현동 618-8 (마포대로 179),02-363-6383
서울특별시,선유도역점,서울시 영등포구 양평동4가 114-1,02-2631-1600
전라남도,목포터미널점,전남 목포시 영산로 515 (상동),061-272-1862
대전광역시,대전목원대점,대전광역시 서구 도안북로93번길 31,042-826-2028
인천광역시,인천루원시티점,"인천 서구 봉오재3로 96, 새롬프라자 1층",032-565-8857
서울특별시,굽은다리역점,서울시 강동구 명일동 346-1,02-428-8797
경기도,시흥세종프라자점,경기도 시흥시 정왕동 1882-4 세종프라자 119호,031-431-0218
인천광역시,빽다방 빵연구소 인천동춘점,"인천광역시 연수구 앵고개로 256, 1층 107호,108호(동춘동)",032-817-7779
서울특별시,창동역점,"서울 도봉구 마들로11길 57, 102호",02-995-7711
인천광역시,인천굴포천역2호점,"인천광역시 부평구 장제로 224,1층",032-504-5757
전라북도,남원중앙점,"전라북도 남원시 남문로 447,1층 104호(하정동)",063-625-1125
서울특별시,강서블루나인점,"서울특별시 강서구 양천로 583 (염창동,우림블루나인비즈니스센터) 지하1층",02-2093-2066
서울특별시,상왕십리역점,서울특별시 성동구 왕십리로 363-1 (하왕십리동),02-2291-7080
서울특별시,낙성대역점,서울 관악구 남부순환로 1919 (봉천동) 1층,02-884-5585
강원도,원주혁신도시점,﻿강원특별자치도 원주시 양지로 26 (반곡동) 1층,033-746-4660
인천광역시,송림오거리점,"인천광역시 동구 송림로 91, 1층(송림동)",032-773-2891
충청남도,예산터미널점,"충남 예산군 예산읍 역전로140번길 2, 1층",0507-1332-7806
세종특별자치시,세종시청점,"세종특별자치시 한누리대로 2143, 101호 (보람동, 금강시티타워)",044-863-5036
서울특별시,올림픽북단점,서울시 광진구 아차산로 480,02-2201-1888
경기도,성남의료원점,"경기도 성남시 수정구 수정로 176-1, 1층 일부호(신흥동)",031-757-8010
충청북도,충북옥천점,충청북도 옥천군 옥천읍 중앙로 45-1,043-732-5887
경기도,마두역점,경기 고양시 일산동구 중앙로 1189,​031-901-3345
서울특별시,구로KT점,서울특별시 관악구 남부순환로 1377 (신림동),02-858-4366
서울특별시,오류동역남부점,서울 구로구 오류동 148-2,02-2060-6610
제주도,빽다방 빵연구소 제주사수본점,제주 제주시 도두이동 1679,064-711-0228
울산광역시,울산옥동점,울산광역시 남구 거마로 15,052-258-0285
전라남도,목포용해점,전남 목포시 연산백련로 13,061-279-1828​
경기도,용인죽전점,"경기도 용인시 수지구 현암로 154, 1층 108호(죽전동, 거풍프라자)",031-889-1533
서울특별시,구의역점,서울 광진구 아차산로 380,02 444 4855
울산광역시,울산송정중앙점,울산광역시 북구 송정16길 28,052 294 8882
경기도,평택고덕역점,"경기도 평택시 고덕여염12길 68, 1층",031-611-8777
서울특별시,방이시장점,서울 송파구 백제고분로48길 6,02-415-1500
충청남도,천안성환중앙점,충청남도 천안시 서북구 성환읍 성환2로 105,041-903-0410
인천광역시,영종하늘도시점,"인천 중구 하늘별빛로 75 (중산동) 로얄페스타, 105호",032-752-0207
전라남도,순천대점,"전남 순천시 삼산2길 33, 1층",061-754-9286
서울특별시,신림난곡점,서울 관악구 난곡로 178,02-868-6863
전라남도,목포역점,전라남도 목포시 수문로 9,061-242-8825
전라북도,전주예수병원점,전라북도 전주시 완산구 서원로 345,063-287-1009
경상남도,김해장유점,경상남도 김해시 삼문로 22,055 326 0410
인천광역시,인천원당점,인천광역시 서구 고산후로95번안길 21,032-566-6950
경상북도,구미형곡점,경북 구미시 신시로 59,054-451-3063
경기도,성남수진푸르지오점,"경기도 성남시 중원구 광명로 89, 푸르지오센트럴오피스텔 상가 1층",031 722 3592
충청남도,천안청당점,"충청남도 천안시 동남구 청수4로 10, 106호",041-562-0369
충청남도,천안백석점,충청남도 천안시 서북구 백석4길 44,041-558-5654
서울특별시,양재시민의숲역점,서울시 서초구 마방로2길 94,02-573-0421
대전광역시,대전봉명우산점,대전광역시 유성구 문화원로 86,042-825-2900
경기도,아주대점,경기도 수원시 영통구 아주로 18(원천동),070-7543-3601
경상북도,경산옥곡점,경상북도 경산시 경산로16길 2-6 (옥곡동),053-814-7676
경기도,시흥장곡공원점,경기도 시흥시 진말로9번길 15,070-4009-3311
서울특별시,화곡역점,서울시 강서구 화곡로25길2,02-2606-1117
서울특별시,보라매타운점,서울특별시 동작구 보라매로 5가길 7,02-832-9706
전라북도,전주송천오송점,전라북도 전주시 덕진구 천마산로 52(송천동1가 107-200),063-251-3255
충청남도,태안터미널점,충청남도 태안군 태안읍 동백로 307,041-674-9877
대전광역시,대전탑립테크노점,대전시 유성구 탑립동 880번지 102호,042-671-1100
경기도,행신역점,경기도 고양시 덕양구 충경로 52,031-970-6456
강원도,화천사내면점,강원도 화천군 사내면 사내로 40-3,033-441-4321
전라남도,순천호수공원점,전남 순천시 왕지2길 15,061-722-3883
경기도,부천원미사거리점,경기 부천시 원미로 119 1층,032-612-4377
인천광역시,인천효성명현점,인천 계양구 효성동 63-8,032-553-3294
서울특별시,노원문화의거리점,서울특별시 노원구 노해로79길 6-19,02-939-1350
경기도,대화역점,"경기도 고양시 일산서구 중앙로 1568(대화동, 하성프라자)",031-911-4999
경기도,성남신흥역점,"경기도 성남시 수정구 산성대로 267, 1층 119-1호(신흥동)",031-733-8889
서울특별시,봉천역점,서울시 관악구 남부순환로 1729(봉천동 926-36),02-882-5585
인천광역시,인천마전역점,"인천광역시 서구 완정로 60 (마전동, 정안빌딩)",032-568-5726
경기도,김포풍무역점,김포시 유현로 238번길 31 웅신타워 114호,031 998 7540
경기도,용인역북남부점,경기도 용인시 처인구 명지로60번길 8-13,031 335 9146
서울특별시,장안동사거리점,서울특별시 동대문구 장한로 140,02-3394-6122
전라북도,전주서신중앙점,전북 전주시 완산구 당산로 39 제일비사벌아파트 상가 108동 111호,063-274-2233
세종특별자치시,세종새롬중앙점,"세종특별자치시 새롬중앙로 47, 세움빌딩 112호",070-7797-4732
충청북도,청주율량중앙점,충청북도 청주시 청원구 율량로 104,043-211-4001
